DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:37:54 06-Jan-2015,,3,51.9175,-176.5712,,1,0,,35379,3.248,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,00:43:17 07-Jan-2015,00:45:24 07-Jan-2015,127,1,51.8876,-176.5311,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:02:19 12-Jan-2015,,A,51.9059,-176.5908,,0,0,,36915,3.312,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:52:02 12-Jan-2015,07:54:14 12-Jan-2015,132,3,51.9064,-176.6064,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:35:05 13-Jan-2015,,3,51.9194,-176.5707,,1,0,,37299,3.248,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:19:48 13-Jan-2015,08:22:01 13-Jan-2015,133,3,51.9188,-176.5743,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:06:44 13-Jan-2015,09:08:57 13-Jan-2015,133,3,51.9201,-176.5705,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:10:36 14-Jan-2015,04:12:50 14-Jan-2015,134,1,51.8908,-176.5329,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,12:50:08 16-Jan-2015,12:52:25 16-Jan-2015,137,2,51.9180,-176.5498,CRC,0,0,,,,1.088,0.276,,0.5,116.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:43:29 17-Jan-2015,03:45:46 17-Jan-2015,137,2,51.9156,-176.5735,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:29:50 17-Jan-2015,09:32:08 17-Jan-2015,138,A,51.9189,-176.5131,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,12:47:37 17-Jan-2015,,2,51.9199,-176.5564,,0,0,,38451,3.248,,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:14:27 19-Jan-2015,02:16:47 19-Jan-2015,140,1,51.9194,-176.5750,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:08:35 20-Jan-2015,05:10:56 20-Jan-2015,141,B,51.8853,-176.5403,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:41:43 21-Jan-2015,04:44:05 21-Jan-2015,142,A,51.9063,-176.5538,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:39:11 23-Jan-2015,02:41:34 23-Jan-2015,143,B,51.9072,-176.5652,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:05:46 23-Jan-2015,,B,51.9068,-176.5306,,0,0,,39987,3.248,,,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,14:57:41 23-Jan-2015,,A,51.9034,-176.5294,,0,0,,40115,3.184,,,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:50:29 24-Jan-2015,01:52:53 24-Jan-2015,144,3,51.9195,-176.5722,CRC,1,0,,,,1.016,0.236,,0.0,34.0,1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:25:10 24-Jan-2015,03:27:35 24-Jan-2015,145,3,51.9173,-176.5728,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:10:07 24-Jan-2015,05:12:32 24-Jan-2015,145,B,51.9241,-176.5615,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,08:47:52 24-Jan-2015,,3,51.9148,-176.5361,,0,0,,40371,3.248,,,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,00:35:12 25-Jan-2015,00:37:37 25-Jan-2015,145,2,51.9173,-176.5787,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,02:11:37 25-Jan-2015,,2,51.9195,-176.5832,,1,0,,40499,3.312,,,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:58:56 25-Jan-2015,03:01:22 25-Jan-2015,146,A,51.9136,-176.5652,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:58:52 25-Jan-2015,10:01:18 25-Jan-2015,146,B,51.9054,-176.5541,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,02:43:00 26-Jan-2015,,3,51.9127,-176.5699,,0,0,,40755,3.312,,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:08:11 26-Jan-2015,07:10:38 26-Jan-2015,147,B,51.9122,-176.5391,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,14:19:06 27-Jan-2015,14:21:34 27-Jan-2015,148,B,51.9350,-176.5142,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,16:24:28 27-Jan-2015,16:26:57 27-Jan-2015,149,B,51.9160,-176.5195,CRC,0,0,,,,1.104,0.316,,0.5,38.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:34:39 29-Jan-2015,05:37:09 29-Jan-2015,150,B,51.9118,-176.5271,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,16:49:05 29-Jan-2015,,A,51.9151,-176.5287,,0,0,,41779,3.248,,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:07:47 30-Jan-2015,03:10:18 30-Jan-2015,151,3,51.9154,-176.5708,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,04:14:50 30-Jan-2015,,1,51.9061,-176.5715,,0,0,,41907,3.248,,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:23:22 30-Jan-2015,08:25:53 30-Jan-2015,151,B,51.9109,-176.5484,CRC,0,0,,,,1.112,0.304,,1.0,70.0,-2,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:15:57 31-Jan-2015,01:18:29 31-Jan-2015,152,3,51.9183,-176.5676,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:03:16 31-Jan-2015,08:05:48 31-Jan-2015,152,3,51.9178,-176.5725,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:55:35 02-Feb-2015,06:58:09 02-Feb-2015,154,3,51.9072,-176.5528,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:21:38 03-Feb-2015,04:24:13 03-Feb-2015,155,A,51.8997,-176.5023,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:17:05 03-Feb-2015,06:19:40 03-Feb-2015,155,A,51.9029,-176.5395,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,10:20:46 03-Feb-2015,10:23:21 03-Feb-2015,155,A,51.9165,-176.5773,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:03:46 06-Feb-2015,01:06:24 06-Feb-2015,158,B,51.9008,-176.5130,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,06:01:17 06-Feb-2015,,A,51.9136,-176.5212,,0,0,,43827,3.248,,,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:54:28 07-Feb-2015,,,,,,0,0,,44083,3.248,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:10:46 07-Feb-2015,07:13:25 07-Feb-2015,159,3,51.9217,-176.5506,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,15:03:11 09-Feb-2015,15:05:52 09-Feb-2015,161,B,51.9218,-176.5119,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,09:31:26 10-Feb-2015,,2,51.9123,-176.5803,,0,0,,44979,3.248,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,01:07:42 11-Feb-2015,,B,51.8981,-176.4770,,0,0,,45107,3.376,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:31:38 12-Feb-2015,,2,51.9167,-176.5758,,0,0,,45491,3.248,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:09:40 13-Feb-2015,,1,51.9108,-176.5575,,0,0,,45747,3.248,,,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:43:00 13-Feb-2015,07:45:46 13-Feb-2015,166,A,51.9178,-176.5734,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:28:41 14-Feb-2015,01:31:28 14-Feb-2015,167,B,51.9226,-176.4897,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:05:41 14-Feb-2015,08:08:28 14-Feb-2015,167,3,51.9231,-176.5491,CRC,1,0,,,,1.024,0.260,,0.5,130.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:42:25 15-Feb-2015,08:45:13 15-Feb-2015,168,3,51.9240,-176.5470,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:29:21 15-Feb-2015,09:32:09 15-Feb-2015,168,3,51.9244,-176.5479,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:54:54 16-Feb-2015,03:57:43 16-Feb-2015,169,3,51.9219,-176.5499,CRC,0,0,,,,1.080,0.244,,0.0,130.0,2,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,04:33:12 16-Feb-2015,,2,51.9244,-176.5546,,0,0,,46643,3.248,,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:52:23 19-Feb-2015,07:55:15 19-Feb-2015,172,2,51.9157,-176.5680,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:15:06 20-Feb-2015,02:17:59 20-Feb-2015,173,A,51.9043,-176.4545,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:04:51 20-Feb-2015,04:07:44 20-Feb-2015,173,B,51.9099,-176.5124,CRC,0,0,,,,1.048,0.248,,0.5,128.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,06:10:09 20-Feb-2015,,B,51.8993,-176.5054,,0,0,,47667,3.312,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:13:27 22-Feb-2015,02:16:22 22-Feb-2015,175,3,51.8913,-176.5424,CRC,0,0,,,,0.976,0.372,,0.0,140.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:44:10 22-Feb-2015,08:47:05 22-Feb-2015,175,3,51.9064,-176.6057,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:45:53 23-Feb-2015,02:48:49 23-Feb-2015,176,2,51.9112,-176.5794,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:06:11 23-Feb-2015,09:09:08 23-Feb-2015,177,B,51.9204,-176.5742,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,01:40:42 24-Feb-2015,,B,51.9219,-176.5768,,0,0,,48691,3.376,,,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:17:46 24-Feb-2015,03:20:43 24-Feb-2015,177,A,51.8977,-176.5203,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:19:18 24-Feb-2015,,3,51.9175,-176.5701,,0,0,,48819,3.248,,,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:56:45 24-Feb-2015,08:59:43 24-Feb-2015,178,3,51.9166,-176.5740,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:43:41 24-Feb-2015,09:46:39 24-Feb-2015,178,3,51.9169,-176.5736,CRC,1,0,,,,0.992,0.240,,0.0,136.0,-2,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:21:57 25-Feb-2015,09:24:56 25-Feb-2015,179,A,51.9086,-176.6018,CRC,1,0,,,,1.032,0.244,,0.5,138.0,-1,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:49:27 26-Feb-2015,02:52:26 26-Feb-2015,179,1,51.8890,-176.5359,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:27:26 26-Feb-2015,04:30:25 26-Feb-2015,179,1,51.8937,-176.5430,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,08:27:15 28-Feb-2015,,3,51.9172,-176.5710,,1,0,,49971,3.248,,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:11:09 28-Feb-2015,09:14:11 28-Feb-2015,182,B,51.9170,-176.5777,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:58:05 28-Feb-2015,10:01:07 28-Feb-2015,182,B,51.9188,-176.5817,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:14:21 01-Mar-2015,05:17:24 01-Mar-2015,183,B,51.8970,-176.5061,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:08:18 01-Mar-2015,07:11:21 01-Mar-2015,183,3,51.9115,-176.5484,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,00:38:38 02-Mar-2015,00:41:42 02-Mar-2015,184,1,51.8946,-176.5161,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:49:22 02-Mar-2015,06:52:26 02-Mar-2015,184,1,51.9165,-176.5550,CRC,1,0,,,,1.056,0.252,,1.0,144.0,-2,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:39:22 02-Mar-2015,,3,51.9190,-176.5712,,1,0,,50483,3.248,,,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:44:06 03-Mar-2015,02:47:11 03-Mar-2015,185,1,51.8939,-176.5281,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,00:23:25 04-Mar-2015,,B,51.9067,-176.5801,,0,0,,50867,3.312,,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:55:22 04-Mar-2015,01:58:28 04-Mar-2015,186,B,51.9015,-176.5095,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,06:35:44 05-Mar-2015,,A,51.9008,-176.5705,,0,0,,51251,3.184,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:48:43 06-Mar-2015,06:51:52 06-Mar-2015,189,2,51.9087,-176.5685,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,03:00:18 08-Mar-2015,,A,51.9030,-176.5317,,0,0,,52019,3.248,,,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:52:04 09-Mar-2015,06:55:16 09-Mar-2015,192,2,51.9050,-176.5865,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,13:07:02 10-Mar-2015,13:10:15 10-Mar-2015,193,A,51.9042,-176.5970,CRC,0,0,,,,1.048,0.316,,1.0,130.0,-3,,,,,,,,,,,,17,255,80,256,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:56:45 11-Mar-2015,01:59:59 11-Mar-2015,194,0,51.8997,-176.5208,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:48:25 11-Mar-2015,07:51:39 11-Mar-2015,194,3,51.9088,-176.6019,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:13:13 12-Mar-2015,02:16:28 12-Mar-2015,195,B,51.8881,-176.5509,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:22:38 13-Mar-2015,06:25:54 13-Mar-2015,196,2,51.9075,-176.5888,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:32:15 14-Mar-2015,07:35:32 14-Mar-2015,197,3,51.9053,-176.5889,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:12:02 15-Mar-2015,01:15:20 15-Mar-2015,198,B,51.9116,-176.6028,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:03:40 16-Mar-2015,04:06:59 16-Mar-2015,199,A,51.8935,-176.5224,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,07:48:51 16-Mar-2015,,B,51.9207,-176.5764,,0,0,,54323,3.248,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:33:33 17-Mar-2015,02:36:53 17-Mar-2015,200,2,51.9067,-176.5904,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:59:30 17-Mar-2015,10:02:50 17-Mar-2015,200,B,51.9195,-176.4975,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:30:07 18-Mar-2015,,3,51.9069,-176.5997,,0,0,,54835,3.248,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,04:07:47 20-Mar-2015,,3,51.9062,-176.6041,,0,0,,55347,3.248,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:14:41 20-Mar-2015,05:18:05 20-Mar-2015,204,1,51.9006,-176.5887,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:32:56 21-Mar-2015,05:36:20 21-Mar-2015,204,3,51.9062,-176.6025,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:57:20 22-Mar-2015,02:00:45 22-Mar-2015,205,3,51.9056,-176.6056,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,06:47:21 22-Mar-2015,06:50:46 22-Mar-2015,205,1,51.8894,-176.5904,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:48:46 23-Mar-2015,04:52:12 23-Mar-2015,206,A,51.9064,-176.5508,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:10:51 24-Mar-2015,04:14:18 24-Mar-2015,207,1,51.9069,-176.5978,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,15:19:39 25-Mar-2015,,A,51.9224,-176.5767,,0,0,,56883,3.184,,,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:32:44 26-Mar-2015,08:36:13 26-Mar-2015,209,1,51.9085,-176.5891,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:29:32 28-Mar-2015,05:33:04 28-Mar-2015,212,2,51.9101,-176.5781,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:58:15 29-Mar-2015,02:01:48 29-Mar-2015,213,2,51.9013,-176.6065,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:23:56 29-Mar-2015,05:27:29 29-Mar-2015,213,A,51.9056,-176.6062,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,08:02:33 29-Mar-2015,08:06:06 29-Mar-2015,213,2,51.9097,-176.5875,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,01:41:25 30-Mar-2015,01:44:58 30-Mar-2015,213,B,51.9083,-176.6027,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,03:22:43 30-Mar-2015,03:26:17 30-Mar-2015,214,2,51.8918,-176.5410,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,05:58:31 31-Mar-2015,06:02:06 31-Mar-2015,215,B,51.9038,-176.5253,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,07:42:49 31-Mar-2015,07:46:24 31-Mar-2015,215,A,51.9133,-176.5154,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,02:02:06 02-Apr-2015,02:05:42 02-Apr-2015,216,A,51.8882,-176.5222,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,05:30:59 02-Apr-2015,,A,51.8897,-176.4784,,1,0,,58929,3.312,,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,,03:17:53 03-Apr-2015,,3,51.9067,-176.6055,,0,0,,59187,3.248,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,04:59:39 03-Apr-2015,05:03:17 03-Apr-2015,218,3,51.9057,-176.6030,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2014_2016_10A0586,66977,0.500000,Mk10,,09:51:32 03-Apr-2015,09:55:10 03-Apr-2015,218,A,51.9059,-176.6015,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
