DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
EB2005_5952_04L0041,53607,,Splash,14:00:00 21-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 21-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 22-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 22-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 23-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 23-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 23-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 23-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 24-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 24-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 24-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 26-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 26-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 27-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 27-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 27-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 28-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 28-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 28-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 30-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 30-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 30-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 31-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 31-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 31-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 31-Jan-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 01-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 01-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 01-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 02-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 02-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 03-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,08:00:00 03-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 04-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 04-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 05-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,14:00:00 05-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 06-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,20:00:00 06-Feb-2006,,,,0.000000,0.000000,Status,,,
EB2005_5952_04L0041,53607,,Splash,02:00:00 07-Feb-2006,,,,0.000000,0.000000,Status,,,
