DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
PV2015_1008_14U0371,143961,UT,19:36:55 28-Feb-2016,Argos,B,53.7883,-166.5234,6143,62580,602,122,,,,,,
PV2015_1008_14U0371,143961,UT,21:24:05 28-Feb-2016,Argos,B,53.7425,-166.5397,2387,14457,394,103,,,,,,
PV2015_1008_14U0371,143961,UT,22:08:33 28-Feb-2016,Argos,B,53.7873,-166.5282,1454,14961,141,119,,,,,,
PV2015_1008_14U0371,143961,UT,02:48:33 29-Feb-2016,Argos,B,53.7373,-166.3381,3267,6359,1678,93,,,,,,
PV2015_1008_14U0371,143961,UT,02:06:49 03-Mar-2016,Argos,3,53.7052,-166.5912,178,246,127,117,,,,,,
PV2015_1008_14U0371,143961,UT,23:14:50 03-Mar-2016,Argos,B,53.7136,-166.5718,3806,8605,1683,120,,,,,,
PV2015_1008_14U0371,143961,UT,02:04:08 04-Mar-2016,Argos,B,53.6778,-166.4960,3356,111734,100,111,,,,,,
PV2015_1008_14U0371,143961,UT,04:14:10 04-Mar-2016,Argos,B,53.6929,-166.5465,1456,20445,103,87,,,,,,
PV2015_1008_14U0371,143961,UT,04:24:42 04-Mar-2016,Argos,B,53.6933,-166.5565,1583,11751,213,86,,,,,,
PV2015_1008_14U0371,143961,UT,05:43:42 04-Mar-2016,Argos,B,53.7052,-166.5761,1923,6581,561,85,,,,,,
PV2015_1008_14U0371,143961,UT,05:51:53 04-Mar-2016,Argos,B,53.7035,-166.5789,1874,5838,601,86,,,,,,
PV2015_1008_14U0371,143961,UT,07:02:11 05-Mar-2016,Argos,B,53.7115,-166.6011,3686,232302,58,80,,,,,,
PV2015_1008_14U0371,143961,UT,17:37:18 05-Mar-2016,Argos,B,53.7202,-166.6172,3189,105608,96,102,,,,,,
PV2015_1008_14U0371,143961,UT,04:56:23 06-Mar-2016,Argos,B,53.6964,-166.7289,4813,18616,1244,105,,,,,,
PV2015_1008_14U0371,143961,UT,23:50:22 06-Mar-2016,Argos,B,53.6599,-166.6580,4130,16696,1021,72,,,,,,
PV2015_1008_14U0371,143961,UT,23:41:32 07-Mar-2016,Argos,B,53.6520,-166.6455,5652,10185,3136,60,,,,,,
PV2015_1008_14U0371,143961,UT,02:48:42 08-Mar-2016,Argos,B,53.7111,-166.6275,3903,10034,1518,95,,,,,,
PV2015_1008_14U0371,143961,UT,04:12:51 08-Mar-2016,Argos,B,53.7103,-166.6600,3925,9517,1618,97,,,,,,
PV2015_1008_14U0371,143961,UT,05:41:37 08-Mar-2016,Argos,B,53.7198,-166.6519,3314,533210,20,95,,,,,,
PV2015_1008_14U0371,143961,UT,07:45:16 08-Mar-2016,Argos,B,53.7252,-166.6456,3632,20227,652,94,,,,,,
PV2015_1008_14U0371,143961,UT,19:49:22 08-Mar-2016,Argos,B,53.7593,-166.6050,2649,51718,135,89,,,,,,
PV2015_1008_14U0371,143961,UT,23:27:12 08-Mar-2016,Argos,B,53.7797,-166.4952,1229,10725,140,179,,,,,,
PV2015_1008_14U0371,143961,UT,02:05:08 09-Mar-2016,Argos,A,53.7668,-166.5166,363,716,184,150,,,,,,
PV2015_1008_14U0371,143961,UT,23:18:38 09-Mar-2016,Argos,B,53.8183,-166.4687,3837,7725,1905,55,,,,,,
