,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
PV2016_3021_15A0891,27-Oct-2016,10:18:06,2,4.000000,310,44,0,8,52.7280,173.2673,10:18:10.400002 27-Oct-2016,FastGPS,52.7280,173.2673,,,7.7,0.4,,,,15,15,2515,,,,24,14630,,,,13,25794,,,,20,6475,,,,4,5531,,,,17,8807,,,,18,19590,,,,10,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,27-Oct-2016,13:21:16,1,4.000000,311,44,0,7,52.8241,173.2399,13:21:20.400002 27-Oct-2016,FastGPS,52.8241,173.2399,,,3.2,0.4,,,,15,24,14590,,,,32,18732,,,,25,10410,,,,14,25024,,,,12,32422,,,,29,20651,,,,2,6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,27-Oct-2016,16:21:00,3,4.000000,312,44,0,6,52.8403,173.1997,16:21:03.940002 27-Oct-2016,FastGPS,52.8403,173.1997,,,3.1,-0.1,,,,15,31,27132,,,,25,3021,,,,29,2317,,,,26,27646,,,,21,956,,,,14,29368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,27-Oct-2016,19:21:19,3,4.000000,313,44,0,6,52.8380,173.1998,19:21:22.840002 27-Oct-2016,FastGPS,52.8380,173.1998,,,2.2,-0.2,,,,15,21,4605,,,,26,25374,,,,7,8314,,,,20,29101,,,,8,26586,,,,27,8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,27-Oct-2016,22:23:52,3,4.000000,314,44,0,8,52.8381,173.2008,22:23:55.470002 27-Oct-2016,FastGPS,52.8381,173.2008,,,5.5,-0.5,,,,15,8,3242,,,,32,5906,,,,10,18365,,,,1,22083,,,,11,11170,,,,27,31449,,,,14,14355,,,,22,21502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,01:27:08,2,4.000000,315,44,0,8,52.8379,173.2010,01:27:12.460002 28-Oct-2016,FastGPS,52.8379,173.2010,,,4.1,0.5,,,,15,17,16350,,,,19,5756,,,,22,13264,,,,3,17270,,,,1,29198,,,,23,11478,,,,11,15488,,,,14,2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,04:30:42,2,4.000000,316,44,0,7,52.8376,173.2011,04:30:46.480002 28-Oct-2016,FastGPS,52.8376,173.2011,,,10.1,0.5,,,,15,9,17053,,,,23,31936,,,,6,292,,,,5,16239,,,,2,21018,,,,7,1146,,,,29,32186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,07:31:00,4,4.000000,317,,0,9,52.7554,173.2581,07:31:03.970002 28-Oct-2016,FastGPS,52.7554,173.2581,,,9.4,-0.0,,,,15,13,23972,,,,5,31054,,,,4,15192,,,,30,8324,,,,20,20442,,,,15,13432,,,,21,27821,,,,7,7636,,,,28,20927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,10:33:35,2,4.000000,318,44,0,8,52.7137,173.2627,10:33:38.510002 28-Oct-2016,FastGPS,52.7137,173.2627,,,14.2,-0.5,,,,15,4,23195,,,,13,20986,,,,19,19932,,,,15,1881,,,,17,21240,,,,24,18999,,,,20,20345,,,,12,29786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,13:34:36,3,4.000000,319,44,0,6,52.7134,173.2784,13:34:38.980002 28-Oct-2016,FastGPS,52.7134,173.2784,,,6.6,-1.0,,,,15,31,7131,,,,25,14343,,,,29,8295,,,,12,10092,,,,32,20290,,,,24,19357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,16:36:36,1,4.000000,320,44,0,6,52.8022,173.2646,16:36:38.980002 28-Oct-2016,FastGPS,52.8022,173.2646,,,8.8,-1.0,,,,15,29,18344,,,,25,17116,,,,31,18740,,,,21,20425,,,,26,4862,,,,14,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,28-Oct-2016,19:36:00,2,5.000000,321,44,0,7,52.8376,173.2012,19:36:03.500002 28-Oct-2016,FastGPS,52.8376,173.2012,,,5.9,-1.5,,,,15,27,25911,,,,7,30160,,,,8,19736,,,,18,27748,,,,21,7822,,,,26,13092,,,,16,25898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,01:39:06,1,5.000000,323,,0,9,52.8376,173.2010,01:39:09.020001 29-Oct-2016,FastGPS,52.8376,173.2010,,,6.8,-2.0,,,,15,11,23514,,,,31,2546,,,,3,23298,,,,1,26460,,,,22,31323,,,,23,17803,,,,17,5813,,,,12,15568,,,,9,11032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,04:58:06,1,5.000000,324,45,0,6,52.8376,173.2033,04:58:10.030001 29-Oct-2016,FastGPS,52.8376,173.2033,,,7.2,-1.0,,,,15,2,84,,,,4,28796,,,,6,2298,,,,30,11125,,,,7,13568,,,,5,24640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,08:14:02,3,5.000000,325,,0,9,52.7250,173.2625,08:14:05.050001 29-Oct-2016,FastGPS,52.7250,173.2625,,,7.5,-1.9,,,,15,30,3282,,,,28,13114,,,,21,14983,,,,4,14086,,,,15,23033,,,,5,25743,,,,13,13293,,,,20,28380,,,,7,30458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,11:47:35,5,5.000000,326,48,0,8,52.7367,173.2679,11:47:38.080001 29-Oct-2016,FastGPS,52.7367,173.2679,,,5.8,-1.9,,,,15,24,30140,,,,15,18182,,,,19,8816,,,,12,18265,,,,25,19022,,,,10,23942,,,,13,10545,,,,18,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,15:21:00,5,5.000000,327,,0,9,52.8383,173.1993,15:21:03.070001 29-Oct-2016,FastGPS,52.8383,173.1993,,,6.9,-1.9,,,,15,31,20642,,,,32,14384,,,,25,22536,,,,14,18378,,,,29,24956,,,,26,13547,,,,23,21236,,,,12,778,,,,2,15950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,29-Oct-2016,18:21:00,6,5.000000,328,50,0,6,52.8423,173.2021,18:21:04.56 29-Oct-2016,FastGPS,52.8423,173.2021,,,9.6,-0.4,,,,15,21,10266,,,,26,24080,,,,16,7509,,,,27,17491,,,,7,19670,,,,29,31515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,00:03:54,3,5.000000,329,,0,9,52.8375,173.2009,00:03:57.56 30-Oct-2016,FastGPS,52.8375,173.2009,,,9.7,-1.4,,,,15,1,716,,,,22,8706,,,,32,12949,,,,11,13230,,,,17,26758,,,,3,24838,,,,28,12165,,,,14,17346,,,,23,5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,03:06:27,3,5.000000,330,50,0,4,52.8430,173.1912,18:40:04 29-Oct-2016,NK,52.8343,173.2073,,,0.8,-1.8,,,,15,2,29401,,,,17,19897,,,,19,24140,,,,6,29762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,09:09:41,1,5.000000,332,,0,9,52.7148,173.2602,09:09:45.12 30-Oct-2016,FastGPS,52.7148,173.2602,,,8.4,-0.9,,,,15,5,25212,,,,15,1352,,,,13,19243,,,,18,8909,,,,30,23922,,,,21,28988,,,,4,21046,,,,20,13738,,,,28,5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,12:11:19,1,5.000000,333,50,0,7,52.7816,173.2692,12:11:23.16 30-Oct-2016,FastGPS,52.7816,173.2692,,,12.8,-0.8,,,,15,24,9014,,,,15,7000,,,,25,24316,,,,19,12694,,,,32,15892,,,,14,11325,,,,17,27048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,15:11:00,4,5.000000,334,50,1,8,52.8384,173.2039,15:11:04.140001 30-Oct-2016,FastGPS,52.8384,173.2039,,,6.3,-0.9,,,,15,29,2263,,,,31,28023,,,,14,17015,,,,32,22834,,,,25,17746,,,,12,7556,,,,26,6512,,,,2,7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,18:12:17,1,5.000000,335,50,0,5,52.8373,173.2015,18:12:21.660001 30-Oct-2016,FastGPS,52.8373,173.2015,,,1.3,-0.3,,,,15,26,21716,,,,16,26942,,,,21,6552,,,,27,27600,,,,29,10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,30-Oct-2016,21:13:03,1,5.000000,336,50,0,8,52.8369,173.2002,21:13:06.670001 30-Oct-2016,FastGPS,52.8369,173.2002,,,6.0,-1.3,,,,15,27,23522,,,,10,4008,,,,8,11506,,,,18,14318,,,,1,17226,,,,11,7100,,,,30,31894,,,,7,32284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,31-Oct-2016,00:14:39,4,5.000000,337,,0,9,52.8366,173.2000,00:14:43.650001 31-Oct-2016,FastGPS,52.8366,173.2000,,,5.3,-0.3,,,,15,11,23517,,,,1,3856,,,,3,10204,,,,22,1658,,,,32,23522,,,,14,29821,,,,28,26871,,,,23,25893,,,,8,4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,31-Oct-2016,03:29:23,3,5.000000,338,51,0,7,52.8379,173.2007,03:29:27.160001 31-Oct-2016,FastGPS,52.8379,173.2007,,,7.9,-0.8,,,,15,9,18785,,,,6,27941,,,,23,20885,,,,2,26341,,,,17,5335,,,,7,31534,,,,19,18701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,31-Oct-2016,10:37:46,4,5.000000,340,,0,9,52.7174,173.2569,10:37:49.19 31-Oct-2016,FastGPS,52.7174,173.2569,,,10.9,-1.8,,,,15,24,32420,,,,12,31794,,,,17,7328,,,,13,11569,,,,18,4938,,,,10,8398,,,,28,31253,,,,20,1781,,,,15,19430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,31-Oct-2016,13:59:53,2,5.000000,341,56,0,7,52.8156,173.2531,13:59:56.71 31-Oct-2016,FastGPS,52.8156,173.2531,,,2.8,-1.3,,,,15,2,5928,,,,12,20453,,,,32,31922,,,,29,2287,,,,14,28206,,,,24,25670,,,,31,20211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,00:19:41,1,5.000000,342,58,0,7,52.8366,173.2001,00:19:44.71 01-Nov-2016,FastGPS,52.8366,173.2001,,,9.4,-1.3,,,,15,1,24647,,,,22,3164,,,,32,28423,,,,11,28422,,,,3,27095,,,,28,2218,,,,14,22044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,03:20:00,3,5.000000,343,58,0,7,52.8349,173.2111,03:20:03.73 01-Nov-2016,FastGPS,52.8349,173.2111,,,6.1,-1.3,,,,15,9,5728,,,,3,30539,,,,6,16869,,,,23,22298,,,,7,1686,,,,22,26978,,,,17,21180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,06:20:00,4,5.000000,344,,1,9,52.8347,173.2112,06:20:03.250001 01-Nov-2016,FastGPS,52.8347,173.2112,,,11.8,-1.7,,,,15,4,16602,,,,30,30448,,,,13,27870,,,,5,15076,,,,7,27757,,,,2,28979,,,,6,31989,,,,15,20926,,,,21,19323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,12:09:24,5,5.000000,345,58,0,5,52.8340,173.2109,12:09:28.740001 01-Nov-2016,FastGPS,52.8340,173.2109,,,1.1,-0.3,,,,15,24,20424,,,,32,25337,,,,19,27202,,,,25,6962,,,,15,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,15:09:17,3,5.000000,346,58,0,6,52.8380,173.2021,15:09:20.81 01-Nov-2016,FastGPS,52.8380,173.2021,,,4.7,-1.2,,,,15,12,25327,,,,29,19863,,,,25,15888,,,,2,9421,,,,31,16429,,,,23,18353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,18:09:01,7,5.000000,347,58,0,6,52.8370,173.2009,18:09:04.29 01-Nov-2016,FastGPS,52.8370,173.2009,,,4.0,-1.7,,,,15,21,25677,,,,20,3190,,,,26,5794,,,,29,13606,,,,18,28476,,,,27,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,01-Nov-2016,21:10:58,1,5.000000,348,58,0,7,52.8370,173.2001,21:11:01.8 01-Nov-2016,FastGPS,52.8370,173.2001,,,5.8,-1.2,,,,15,10,21251,,,,27,30595,,,,8,6089,,,,18,18514,,,,11,18554,,,,7,1774,,,,32,20292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,00:11:19,5,5.000000,349,,0,9,52.8367,173.2000,00:11:22.32 02-Nov-2016,FastGPS,52.8367,173.2000,,,4.1,-1.7,,,,15,11,27015,,,,1,15846,,,,22,20761,,,,3,5016,,,,14,11185,,,,17,29210,,,,28,31946,,,,32,26956,,,,19,16831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,03:11:39,3,5.000000,350,58,0,6,52.8367,173.2005,03:11:42.310001 02-Nov-2016,FastGPS,52.8367,173.2005,,,4.6,-1.7,,,,15,9,13356,,,,6,26089,,,,23,9009,,,,17,20200,,,,7,29296,,,,2,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,06:11:00,2,5.000000,351,,0,9,52.8121,173.2449,06:11:04.330001 02-Nov-2016,FastGPS,52.8121,173.2449,,,5.4,-0.7,,,,15,13,32232,,,,20,23039,,,,5,32321,,,,2,3550,,,,4,28761,,,,7,25496,,,,30,15009,,,,29,27864,,,,9,14820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,09:11:02,5,5.000000,352,58,0,6,52.7081,173.3142,09:11:05.310001 02-Nov-2016,FastGPS,52.7081,173.3142,,,6.5,-1.7,,,,15,15,23896,,,,13,10126,,,,18,23183,,,,20,25931,,,,28,28589,,,,24,29224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,12:15:13,2,5.000000,353,58,0,8,52.6520,173.4132,12:15:17.830001 02-Nov-2016,FastGPS,52.6520,173.4132,,,7.2,-0.2,,,,15,10,25003,,,,32,21554,,,,12,6857,,,,14,7862,,,,25,16512,,,,18,28315,,,,24,5193,,,,17,10539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,15:17:41,4,5.000000,354,58,0,5,52.6819,173.4855,15:17:44.340001 02-Nov-2016,FastGPS,52.6819,173.4855,,,3.2,-1.7,,,,15,26,13938,,,,14,28072,,,,23,12016,,,,29,16646,,,,32,6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,18:20:14,1,5.000000,355,58,0,8,52.7726,173.4348,18:20:17.360001 02-Nov-2016,FastGPS,52.7726,173.4348,,,4.9,-1.6,,,,15,18,11692,,,,26,13463,,,,20,2681,,,,16,1834,,,,27,12309,,,,8,31132,,,,21,7591,,,,7,25602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,02-Nov-2016,21:20:15,3,5.000000,356,58,0,8,52.8138,173.2874,21:20:19.870001 02-Nov-2016,FastGPS,52.8138,173.2874,,,11.4,-0.1,,,,15,27,6765,,,,32,17820,,,,10,17298,,,,18,21181,,,,30,28461,,,,28,25478,,,,11,10460,,,,16,27504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,00:21:33,2,5.000000,357,,0,9,52.8145,173.2857,00:21:36.87 03-Nov-2016,FastGPS,52.8145,173.2857,,,12.3,-1.1,,,,15,17,11566,,,,32,20075,,,,1,1235,,,,22,26723,,,,14,1767,,,,3,1760,,,,28,30110,,,,19,15850,,,,11,20445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,03:22:28,1,5.000000,358,58,0,6,52.8145,173.2860,03:22:31.87 03-Nov-2016,FastGPS,52.8145,173.2860,,,1.5,-1.1,,,,15,9,20872,,,,6,27285,,,,23,8120,,,,7,20246,,,,17,12956,,,,2,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,06:25:12,1,5.000000,359,,0,9,52.7692,173.3187,06:25:15.88 03-Nov-2016,FastGPS,52.7692,173.3187,,,7.5,-1.1,,,,15,30,8979,,,,13,10206,,,,20,13416,,,,15,14174,,,,2,13047,,,,5,26277,,,,4,11039,,,,9,18402,,,,21,29442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,12:32:35,2,5.000000,361,58,0,7,52.6233,173.4951,12:32:38.420001 03-Nov-2016,FastGPS,52.6233,173.4951,,,4.0,-1.6,,,,15,32,4240,,,,19,30184,,,,24,22202,,,,12,18962,,,,6,1119,,,,17,10366,,,,14,30621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,15:34:04,3,5.000000,362,,0,9,52.6638,173.4325,15:34:08.410001 03-Nov-2016,FastGPS,52.6638,173.4325,,,5.7,-0.6,,,,15,16,19712,,,,31,32668,,,,29,18972,,,,21,27647,,,,25,26496,,,,23,6622,,,,14,29956,,,,26,29607,,,,32,21857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,18:53:09,2,5.000000,363,,0,9,52.7593,173.3045,18:53:13.920001 03-Nov-2016,FastGPS,52.7593,173.3045,,,12.5,-0.1,,,,15,10,10408,,,,21,29792,,,,18,2799,,,,26,13850,,,,27,55,,,,16,22709,,,,7,214,,,,20,17303,,,,30,17406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Nov-2016,21:53:57,1,5.000000,364,59,0,7,52.8369,173.2016,21:54:00.440001 03-Nov-2016,FastGPS,52.8369,173.2016,,,5.9,-1.6,,,,15,28,14510,,,,8,14772,,,,11,17670,,,,10,31490,,,,3,31300,,,,27,12586,,,,1,27240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,00:56:27,2,5.000000,365,,0,9,52.8367,173.2004,00:56:30.950001 04-Nov-2016,FastGPS,52.8367,173.2004,,,13.9,-1.0,,,,15,3,14273,,,,22,13202,,,,14,3811,,,,31,19084,,,,19,31432,,,,23,2005,,,,6,6330,,,,1,32474,,,,11,21123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,03:56:00,4,5.000000,366,,1,9,52.8347,173.2109,03:56:04.440001 04-Nov-2016,FastGPS,52.8347,173.2109,,,10.5,-0.6,,,,15,7,26250,,,,9,4476,,,,6,24368,,,,23,29329,,,,5,6371,,,,26,31713,,,,2,23784,,,,3,18109,,,,29,29354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,06:56:36,2,5.000000,367,,0,9,52.8356,173.2050,06:56:40.940001 04-Nov-2016,FastGPS,52.8356,173.2050,,,10.0,-0.1,,,,15,30,5724,,,,5,26435,,,,7,14317,,,,28,23006,,,,4,1084,,,,20,26846,,,,15,11834,,,,13,30868,,,,21,4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,09:56:00,1,5.000000,368,59,1,8,52.8364,173.2041,09:56:03.480001 04-Nov-2016,FastGPS,52.8364,173.2041,,,5.1,-1.5,,,,15,20,14568,,,,4,14686,,,,13,11611,,,,17,24090,,,,19,8811,,,,12,9800,,,,28,28850,,,,15,9047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,17:15:19,1,5.000000,369,59,0,4,52.8351,173.2048,14:48:07 04-Nov-2016,NP,52.8370,173.2049,,,0.9,-1.5,,,,15,21,3122,,,,26,29322,,,,29,22098,,,,20,19806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,20:15:00,3,5.000000,370,,0,9,52.8372,173.2066,20:15:04.510001 04-Nov-2016,FastGPS,52.8372,173.2066,,,4.3,-0.5,,,,15,27,19510,,,,8,10685,,,,7,27480,,,,30,21043,,,,16,25740,,,,10,21391,,,,21,30762,,,,11,14128,,,,18,32128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Nov-2016,23:16:22,4,5.000000,371,59,0,8,52.8366,173.2007,23:16:26.000001 04-Nov-2016,FastGPS,52.8366,173.2007,,,4.2,-1.0,,,,15,28,24054,,,,8,28634,,,,3,30540,,,,1,13482,,,,32,28371,,,,17,6033,,,,14,9476,,,,11,31090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Nov-2016,02:46:56,1,5.000000,372,61,0,8,52.8365,173.2062,02:47:00.520001 05-Nov-2016,FastGPS,52.8365,173.2062,,,7.8,-0.5,,,,15,17,17720,,,,6,20147,,,,9,3181,,,,22,19388,,,,19,22676,,,,23,1454,,,,3,17145,,,,8,31581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Nov-2016,05:47:51,2,5.000000,373,61,0,8,52.8225,173.2400,05:47:55.020001 05-Nov-2016,FastGPS,52.8225,173.2400,,,7.9,-1.0,,,,15,5,7085,,,,4,26236,,,,13,13069,,,,2,29168,,,,7,28749,,,,20,31908,,,,30,21052,,,,29,14883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Nov-2016,08:50:16,3,5.000000,374,61,0,8,52.7131,173.3594,08:50:21.030001 05-Nov-2016,FastGPS,52.7131,173.3594,,,7.6,0.0,,,,15,20,11790,,,,15,16044,,,,24,29434,,,,28,8040,,,,13,22441,,,,4,16141,,,,5,9428,,,,21,26963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Nov-2016,15:12:07,1,5.000000,376,62,0,7,52.6270,173.5174,15:12:12.030001 05-Nov-2016,FastGPS,52.6270,173.5174,,,4.0,0.0,,,,15,2,13558,,,,12,21640,,,,29,3715,,,,31,9205,,,,14,24942,,,,26,25716,,,,32,29235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Nov-2016,21:15:20,1,5.000000,378,,0,9,52.7706,173.3031,21:15:24.070001 05-Nov-2016,FastGPS,52.7706,173.3031,,,6.5,-0.9,,,,15,32,26426,,,,10,19453,,,,8,9314,,,,11,15568,,,,27,32328,,,,18,11100,,,,28,366,,,,22,20,,,,1,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Nov-2016,00:15:00,2,5.000000,379,,1,9,52.8144,173.2859,00:15:03.610001 06-Nov-2016,FastGPS,52.8144,173.2859,,,6.7,-1.4,,,,15,1,8501,,,,22,9020,,,,23,20833,,,,3,26300,,,,17,10108,,,,11,17763,,,,14,9643,,,,32,17146,,,,19,22474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Nov-2016,08:45:43,1,5.000000,381,,0,9,52.7290,173.4266,08:45:47.080001 06-Nov-2016,FastGPS,52.7290,173.4266,,,8.7,-0.9,,,,15,4,5065,,,,20,46,,,,13,10921,,,,21,15226,,,,28,29398,,,,15,3154,,,,24,14784,,,,5,31612,,,,18,17939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Nov-2016,17:59:55,3,5.000000,384,,0,9,52.6797,173.4833,17:59:59.630001 06-Nov-2016,FastGPS,52.6797,173.4833,,,12.4,-0.4,,,,15,21,6042,,,,26,12497,,,,20,27989,,,,29,25573,,,,16,24354,,,,27,25717,,,,7,2985,,,,8,4392,,,,18,25277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
